record_id,plant_id,part_number,part_name,quantity,unit,weight_kg,production_date,ship_date,customer_id,status,last_modified
R-04436,B,RING-147,Ring Assembly 147,3761,mm,3.74,2026-02-09,2026-03-08,CU-0152,pending,2026-03-09
R-04437,B,SHFT-114,Shft Assembly 114,4144,mm,51.08,2024-09-11,2024-10-06,CU-0133,in_qa,2024-10-07
R-04438,A,CASE-121,Case Assembly 121,726,mm,1.52,2024-07-05,2024-08-04,CU-0077,completed,2024-08-05
R-04439,C,RING_116,Ring Assembly 116,743,mm,32.11,2025-03-13,2025-04-13,CU-0136,shipped,2025-04-14
R-04440,B,BRKT-106,Brkt Assembly 106,182,mm,4.56,2025-06-15,2025-07-01,CU-0191,completed,2025-07-02
R-04441,B,BRKT-111,Brkt Assembly 111,56,mm,79.11,2025-06-08,2025-07-05,CU-0077,shipped,2025-07-06
R-04442,A,GEAR-139,Gear Assembly 139,2395,mm,38.1,2026-02-08,2026-03-06,CU-0052,completed,2026-03-07
R-04443,C,RING_124,Ring Assembly 124,3960,mm,76.47,2025-12-21,2026-01-14,CU-0215,pending,2026-01-15
R-04444,B,BOLT-142,Bolt Assembly 142,2160,mm,64.1,2025-01-09,2025-01-31,CU-0104,completed,2025-02-01
R-04445,A,BRKT-119,Brkt Assembly 119,749,mm,23.0,2025-02-01,2025-03-02,CU-0188,shipped,2025-03-03
R-04446,C,RING_129,Ring Assembly 129,1857,mm,19.35,2024-10-05,2024-10-31,CU-0172,pending,2024-11-01
R-04447,B,PLTE-118,Plte Assembly 118,3995,mm,52.05,2024-09-13,2024-09-18,CU-0227,pending,2024-09-19
R-04448,C,CASE_145,Case Assembly 145,3560,mm,75.11,2026-01-02,2026-02-06,CU-0122,completed,2026-02-07
R-04449,C,RING_105,Ring Assembly 105,4475,mm,79.06,2024-11-12,2024-12-02,CU-0117,shipped,2024-12-03
R-04450,B,GEAR-145,Gear Assembly 145,3177,mm,39.48,2024-10-17,2024-10-28,CU-0004,shipped,2024-10-29
R-04451,C,BOLT_128,Bolt Assembly 128,4259,mm,56.69,2025-06-10,2025-07-05,CU-0090,pending,2025-07-06
R-04452,B,BOLT-108,Bolt Assembly 108,1188,mm,46.46,2025-03-06,2025-04-13,CU-0120,shipped,2025-04-14
R-04453,B,shft-132 ,Shft Assembly 132,834,mm,9.88,2024-10-13,2024-11-12,CU-0027,completed,2024-11-13
R-04454,B,VALV-144,Valv Assembly 144,4923,mm,26.54,2024-08-21,2024-09-20,CU-0175,shipped,2024-09-21
R-04455,A,GEAR-101,Gear Assembly 101,2700,mm,61.01,2025-07-17,2025-08-05,CU-0185,pending,2025-08-06
R-04456,C,BOLT_147,Bolt Assembly 147,3828,mm,17.69,2025-09-18,2025-10-24,CU-0125,completed,2025-10-25
R-04457,A,GEAR-115,Gear Assembly 115,154,mm,42.69,2025-06-06,2025-07-05,CU-0219,shipped,2025-07-06
R-04458,A,SHFT-128,Shft Assembly 128,3087,mm,0.6,2025-09-11,2025-10-20,CU-0022,completed,2025-10-21
R-04459,A,brkt-113 ,Brkt Assembly 113,4666,mm,16.99,2025-12-13,2025-12-30,CU-0034,shipped,2025-12-31
R-04460,A,VALV-145,Valv Assembly 145,1245,mm,27.13,2024-08-15,2024-08-17,CU-0175,shipped,2024-08-18
R-04461,A,GEAR-133,Gear Assembly 133,4365,mm,5.05,2024-03-11,2024-03-14,CU-0080,shipped,2024-03-15
R-04462,C,VALV_138,Valv Assembly 138,1726,mm,42.19,2025-09-05,2025-09-06,CU-0112,completed,2025-09-07
R-04463,A,PLTE-140,Plte Assembly 140,386,mm,76.59,2026-04-24,2026-06-06,CU-0232,shipped,2026-06-07
R-04464,B,SHFT-110,Shft Assembly 110,4066,mm,23.43,2025-05-13,2025-05-18,CU-0238,pending,2025-05-19
R-04465,B,GEAR-141,Gear Assembly 141,980,mm,56.56,2024-01-03,2024-01-23,CU-0238,in_qa,2024-01-24
R-04466,C,BRKT_125,Brkt Assembly 125,1321,mm,63.65,2024-04-09,2024-04-14,CU-0172,shipped,2024-04-15
R-04467,B,RING-132,Ring Assembly 132,61,mm,1.17,2026-01-17,2026-01-24,CU-0105,completed,2026-01-25
R-04468,C,RING_138,Ring Assembly 138,4787,mm,38.75,2025-12-08,2026-01-02,CU-0113,in_qa,2026-01-03
R-04469,C,SHFT_127,Shft Assembly 127,4043,mm,69.97,2025-07-21,2025-08-14,CU-0107,shipped,2025-08-15
R-04470,C,VALV_147,Valv Assembly 147,2175,mm,70.73,2026-02-14,2026-03-17,CU-0034,in_qa,2026-03-18
R-04471,A,GEAR-111,Gear Assembly 111,4653,mm,22.29,2025-06-12,2025-06-18,CU-0004,completed,2025-06-19
R-04472,A,VALV-114,Valv Assembly 114,1987,mm,7.34,2026-01-29,2026-02-12,CU-0061,shipped,2026-02-13
R-04473,C,VALV_141,Valv Assembly 141,4014,mm,72.06,2025-02-19,2025-03-13,CU-0065,shipped,2025-03-14
R-04474,A,RING-125,Ring Assembly 125,1719,mm,59.41,2025-04-05,2025-04-11,CU-0049,shipped,2025-04-12
R-04475,C,BRKT_120,Brkt Assembly 120,2817,mm,48.77,2024-11-20,2024-12-26,CU-0080,shipped,2024-12-27
R-04476,B,PLTE-130,Plte Assembly 130,150,mm,63.6,2026-01-10,2026-02-19,CU-0121,completed,2026-02-20
R-04477,B,VALV-121,Valv Assembly 121,2332,mm,1.36,2024-05-17,2024-05-30,CU-0189,shipped,2024-05-31
R-04478,A,SHFT-131,Shft Assembly 131,4090,mm,17.64,2025-06-19,2025-07-25,CU-0004,shipped,2025-07-26
R-04479,A,BRKT-100,Brkt Assembly 100,2472,mm,30.46,2025-07-13,2025-07-23,CU-0199,shipped,2025-07-24
R-04480,A,CASE-105,Case Assembly 105,351,mm,50.01,2025-05-04,2025-06-05,CU-0152,shipped,2025-06-06
R-04481,A,CASE-131,Case Assembly 131,1089,mm,55.25,2024-12-26,2025-01-12,CU-0066,shipped,2025-01-13
R-04482,A,CASE-147,Case Assembly 147,4551,mm,33.57,2024-04-15,2024-05-13,CU-0090,shipped,2024-05-14
R-04483,A,RING-120,Ring Assembly 120,469,mm,42.72,2025-12-04,2026-01-13,CU-0082,shipped,2026-01-14
R-04484,A,GEAR-105,Gear Assembly 105,-319,mm,73.29,2025-11-21,2025-11-27,CU-0185,shipped,2025-11-28
R-04485,C,RING_143,Ring Assembly 143,4352,mm,33.87,2024-12-23,2025-01-12,CU-0205,pending,2025-01-13
R-04486,B,BOLT-100,Bolt Assembly 100,1447,mm,23.74,2025-01-02,2025-02-05,CU-0037,shipped,2025-02-06
R-04487,A,CASE-144,Case Assembly 144,2403,mm,26.99,2025-04-16,2025-05-22,CU-0023,shipped,2025-05-23
R-04488,A,VALV-123,Valv Assembly 123,243,mm,18.46,2026-04-08,2026-04-11,CU-0206,completed,2026-04-12
R-04489,B,CASE-107,Case Assembly 107,1749,mm,45.94,2025-04-27,2025-05-23,CU-0092,shipped,2025-05-24
R-04490,B,GEAR-137,Gear Assembly 137,4363,mm,50.31,2025-04-08,2025-04-28,CX-Q184,pending,2025-04-29
R-04491,B,VALV-107,Valv Assembly 107,59,mm,60.71,2026-05-11,2026-05-23,CU-0186,shipped,2026-05-24
R-04492,A,SHFT-139,Shft Assembly 139,1728,mm,78.54,2025-01-01,2025-02-03,CX-Y199,completed,2025-02-04
R-04493,C,BOLT_125,Bolt Assembly 125,2063,mm,39.82,2025-02-21,2025-03-30,CU-0035,shipped,2025-03-31
R-04494,C,PLTE_143,Plte Assembly 143,2048,mm,29.93,2024-06-16,2024-06-26,CU-0025,shipped,2024-06-27
R-04495,A,RING-112,Ring Assembly 112,401,mm,2.03,2026-01-07,2026-02-18,CU-0057,shipped,2026-02-19
R-04496,A,GEAR-100,Gear Assembly 100,4540,mm,77.31,2024-10-09,2024-11-03,CU-0061,completed,2024-11-04
R-04497,A,RING-120,Ring Assembly 120,4298,mm,43.62,2026-04-01,2026-05-15,CU-0079,pending,2026-05-16
R-04498,B,PLTE-111,Plte Assembly 111,193,mm,56.77,2025-01-14,2025-01-16,CU-0077,completed,2025-01-17
R-04499,A,RING-142,Ring Assembly 142,3337,mm,13.52,2024-03-21,2024-04-23,CU-0005,shipped,2024-04-24
R-04500,A,VALV-126,Valv Assembly 126,1159,mm,54.21,2024-12-27,2025-01-30,CU-0042,shipped,2025-01-31
R-04501,A,RING-116,Ring Assembly 116,505,mm,32.47,2025-09-11,2025-10-17,CU-0092,completed,2025-10-18
R-04502,C,VALV_149,Valv Assembly 149,4428,mm,64.16,2026-03-11,2026-03-18,CU-0174,shipped,2026-03-19
R-04503,C,BRKT_126,Brkt Assembly 126,4723,mm,15.96,2024-12-22,2025-01-24,CU-0026,shipped,2025-01-25
R-04504,B,GEAR-108,Gear Assembly 108,69,mm,3.6,2025-06-04,2025-07-18,CU-0025,completed,2025-07-19
R-04505,C,BOLT_139,Bolt Assembly 139,4415,mm,47.0,2025-06-09,2025-07-05,CU-0169,completed,2025-07-06
R-04506,A,CASE-110,Case Assembly 110,3860,mm,31.77,2025-07-10,2025-08-10,CU-0126,completed,2025-08-11
R-04507,B,VALV-146,Valv Assembly 146,2710,mm,59.11,2024-05-31,2024-06-19,CU-0194,pending,2024-06-20
R-04508,B,PLTE-103,Plte Assembly 103,1131,mm,72.3,2024-04-15,2024-05-19,CU-0026,completed,2024-05-20
R-04509,C,RING_114,Ring Assembly 114,2439,mm,65.92,2026-04-27,2026-05-03,CU-0074,shipped,2026-05-04
R-04510,A,BRKT-110,Brkt Assembly 110,629,mm,1.72,2026-02-25,2026-04-03,CU-0013,shipped,2026-04-04
R-04511,A,BRKT-129,Brkt Assembly 129,2743,mm,3.85,2026-01-19,2026-02-28,CU-0020,completed,2026-03-01
R-04512,B,CASE-100,Case Assembly 100,4190,mm,40.06,2024-12-01,2025-01-03,CU-0115,shipped,2025-01-04
R-04513,C,GEAR_127,Gear Assembly 127,1672,mm,5.85,2025-04-07,2025-04-16,CU-0113,shipped,2025-04-17
R-04514,A,RING-122,Ring Assembly 122,2423,mm,51.96,2025-06-09,2025-06-27,CU-0185,shipped,2025-06-28
R-04515,A,GEAR-118,Gear Assembly 118,2131,mm,6.15,2024-07-08,2024-08-15,CU-0229,in_qa,2024-08-16
R-04516,C,SHFT_148,Shft Assembly 148,1125,mm,4.26,2026-04-01,2026-05-15,CU-0035,in_qa,2026-05-16
R-04517,A,BOLT-102,Bolt Assembly 102,4878,mm,70.1,2024-01-17,2024-01-22,CU-0139,shipped,2024-01-23
R-04518,C,CASE_100,Case Assembly 100,4043,mm,40.26,2026-03-15,2026-04-01,CU-0104,shipped,2026-04-02
R-04519,C,RING_113,Ring Assembly 113,4307,mm,79.23,2024-04-23,2024-05-25,CU-0008,shipped,2024-05-26
R-04520,B,BOLT-106,Bolt Assembly 106,2947,mm,74.25,2025-04-29,2025-06-01,CU-0199,completed,2025-06-02
R-04521,C,BOLT_133,Bolt Assembly 133,89,mm,7.46,2024-02-25,2024-03-20,CU-0239,in_qa,2024-03-21
R-04522,C,RING_128,Ring Assembly 128,1915,mm,34.44,2026-02-16,2026-02-23,CU-0077,shipped,2026-02-24
R-04523,C,RING_117,Ring Assembly 117,2191,mm,14.09,2025-06-28,2025-07-28,CU-0018,shipped,2025-07-29
R-04524,A,PLTE-110,Plte Assembly 110,4221,mm,44.38,2024-04-06,2024-05-06,CU-0062,pending,2024-05-07
R-04525,B,BOLT-110,Bolt Assembly 110,1731,mm,49.9,2024-02-20,2024-03-29,CU-0103,shipped,2024-03-30
R-04526,A,GEAR-102,Gear Assembly 102,4848,mm,73.64,2024-11-06,2024-12-03,CU-0179,shipped,2024-12-04
R-04527,C,BOLT_135,Bolt Assembly 135,4579,mm,2.88,2025-05-24,2025-06-20,CU-0192,shipped,2025-06-21
R-04528,A,BOLT-132,Bolt Assembly 132,705,mm,30.43,2025-06-22,2025-06-26,CU-0014,in_qa,2025-06-27
R-04529,A,GEAR-102,Gear Assembly 102,3471,mm,75.36,2024-11-22,2024-12-10,CU-0038,shipped,2024-12-11
R-04530,C,CASE_105,Case Assembly 105,4455,mm,51.4,2025-12-08,2025-12-31,CU-0240,completed,2026-01-01
R-04531,C,BRKT_107,Brkt Assembly 107,1457,mm,68.32,2026-02-27,2026-03-04,CU-0229,completed,2026-03-05
R-04532,B,BRKT-131,Brkt Assembly 131,3307,mm,13.5,2024-03-23,2024-04-17,CU-0098,completed,2024-04-18
R-04533,B,VALV-126,Valv Assembly 126,1297,mm,56.15,2024-08-13,2024-09-23,CU-0023,shipped,2024-09-24
R-04534,B,VALV-112,Valv Assembly 112,800,mm,51.52,2024-10-14,2024-11-14,CU-0161,in_qa,2024-11-15
R-04535,A, valv-112,Valv Assembly 112,234,mm,49.55,2024-06-08,2024-07-15,CU-0207,shipped,2024-07-16
R-04536,B,GEAR-139,Gear Assembly 139,2100,mm,36.68,2024-06-26,2024-07-22,CU-0157,shipped,2024-07-23
R-04537,B,RING-114,Ring Assembly 114,4451,mm,67.55,2025-11-28,2025-12-11,CU-0197,in_qa,2025-12-12
R-04538,B,SHFT-112,Shft Assembly 112,1871,mm,72.63,2025-02-24,2025-04-06,CU-0227,pending,2025-04-07
R-04539,C,PLTE_132,Plte Assembly 132,1693,mm,46.11,2025-09-27,2025-10-13,CU-0103,shipped,2025-10-14
R-04540,C,CASE_123,Case Assembly 123,3833,mm,54.3,2024-05-24,2024-06-02,CU-0162,shipped,2024-06-03
R-04541,C,CASE_129,Case Assembly 129,2913,mm,22.37,2026-01-28,2026-02-09,CU-0232,shipped,2026-02-10
R-04542,A,SHFT-146,Shft Assembly 146,448,mm,48.08,2026-03-02,2026-04-14,CU-0223,completed,2026-04-15
R-04543,B,SHFT-116,Shft Assembly 116,3861,mm,65.11,2025-04-09,2025-05-08,CU-0107,shipped,2025-05-09
R-04544,A,PLTE-115,Plte Assembly 115,3131,mm,19.3,2024-02-26,2024-03-01,CU-0080,shipped,2024-03-02
R-04545,B,PLTE-125,Plte Assembly 125,107,mm,19.51,2025-08-30,2025-10-12,CU-0102,shipped,2025-10-13
R-04546,A,VALV-146,Valv Assembly 146,678,mm,58.36,2025-09-02,2025-10-13,CU-0017,shipped,2025-10-14
R-04547,B,GEAR-117,Gear Assembly 117,1333,mm,64.53,2024-03-26,2024-04-18,CU-0092,in_qa,2024-04-19
R-04548,A,CASE-141,Case Assembly 141,3679,mm,32.21,2025-07-02,2025-08-05,CU-0057,shipped,2025-08-06
R-04549,B,BRKT-102,Brkt Assembly 102,2586,mm,58.61,2024-10-13,2024-10-25,CX-C949,completed,2024-10-26
R-04550,C,RING_113,Ring Assembly 113,3204,mm,78.06,2024-02-11,2024-02-26,CU-0229,pending,2024-02-27
R-04551,B,GEAR-123,Gear Assembly 123,300,mm,64.55,2024-08-17,2024-09-26,CU-0051,shipped,2024-09-27
R-04552,C,CASE_149,Case Assembly 149,440,mm,61.38,2024-07-05,2024-07-23,CU-0221,completed,2024-07-24
R-04553,A,CASE-122,Case Assembly 122,3010,mm,7.49,2025-11-05,2025-11-16,CU-0020,shipped,2025-11-17
R-04554,A,BOLT-121,Bolt Assembly 121,160,mm,65.38,2025-10-07,2025-11-06,CU-0049,in_qa,2025-11-07
R-04555,B,VALV-115,Valv Assembly 115,3083,mm,68.79,2025-04-22,2025-05-31,CU-0041,completed,2025-06-01
R-04556,C,GEAR_120,Gear Assembly 120,3812,mm,60.82,2025-03-08,2025-04-07,CU-0196,shipped,2025-04-08
R-04557,A,CASE-113,Case Assembly 113,85,mm,42.89,2025-07-17,2025-07-27,CU-0240,completed,2025-07-28
R-04558,B,CASE-133,Case Assembly 133,178,mm,69.63,2025-12-18,2026-01-16,CU-0021,completed,2026-01-17
R-04559,A,BOLT-139,Bolt Assembly 139,3068,mm,46.77,2024-01-22,2024-02-22,CU-0165,shipped,2024-02-23
R-04560,C,BRKT_128,Brkt Assembly 128,828,mm,46.36,2025-04-23,2025-05-11,CU-0076,shipped,2025-05-12
R-04561,A,RING-125,Ring Assembly 125,3634,mm,58.51,2025-11-10,2025-12-14,CU-0002,shipped,2025-12-15
R-04562,A,CASE-109,Case Assembly 109,2238,mm,46.67,2025-08-18,2025-09-29,CU-0044,shipped,2025-09-30
R-04563,B,RING-147,Ring Assembly 147,4,mm,3.57,2025-08-17,2025-08-31,CU-0147,shipped,2025-09-01
R-04564,A,GEAR-101,Gear Assembly 101,3491,mm,62.42,2026-04-13,2026-05-08,CU-0084,shipped,2026-05-09
R-04565,B,RING-115,Ring Assembly 115,7,mm,54.25,2025-07-07,2025-07-09,CU-0107,completed,2025-07-10
R-04566,A,CASE-119,Case Assembly 119,1573,mm,5.66,2024-02-05,2024-02-27,CU-0014,completed,2024-02-28
R-04567,B,BRKT-109,Brkt Assembly 109,1404,mm,57.28,2025-02-26,2025-04-01,CU-0192,pending,2025-04-02
R-04568,A,RING-149,Ring Assembly 149,4725,mm,48.76,2025-08-15,2025-08-30,CU-0203,completed,2025-08-31
R-04569,C,PLTE_132,Plte Assembly 132,217,mm,46.78,2024-07-08,2024-08-11,CU-0153,shipped,2024-08-12
R-04570,A,BOLT-138,Bolt Assembly 138,4615,mm,23.62,2024-11-28,2024-12-18,CU-0052,shipped,2024-12-19
R-04571,C,BOLT_107,Bolt Assembly 107,4830,mm,54.05,2024-02-03,2024-02-15,CU-0057,shipped,2024-02-16
R-04572,B,RING-102,Ring Assembly 102,2735,mm,43.12,2024-06-16,2024-07-09,CU-0101,pending,2024-07-10
R-04573,A,RING-138,Ring Assembly 138,332,mm,38.0,2024-03-31,2024-05-09,CU-0008,shipped,2024-05-10
R-04574,C,BRKT_132,Brkt Assembly 132,4125,mm,5.34,2026-01-11,2026-02-06,CU-0006,completed,2026-02-07
R-04575,B,PLTE-131,Plte Assembly 131,167,mm,41.35,2025-10-01,2025-10-09,CU-0143,completed,2025-10-10
R-04576,B,BOLT-106,Bolt Assembly 106,1000,mm,76.08,2025-09-21,2025-11-01,CU-0039,completed,2025-11-02
R-04577,A,CASE-105,Case Assembly 105,2495,mm,50.27,2024-11-12,2024-12-21,CU-0176,shipped,2024-12-22
R-04578,B,GEAR-149,Gear Assembly 149,3184,mm,8.54,2025-06-13,2025-07-13,CU-0001,completed,2025-07-14
R-04579,A,PLTE-127,Plte Assembly 127,2374,mm,31.25,2025-12-29,2026-01-24,CU-0035,completed,2026-01-25
R-04580,C,SHFT_114,Shft Assembly 114,3657,mm,51.36,2024-12-13,2024-12-19,CU-0037,shipped,2024-12-20
R-04581,B,CASE-121,Case Assembly 121,1109,mm,1.5,2024-01-10,2024-02-09,CU-0183,completed,2024-02-10
R-04582,B,BRKT-109,Brkt Assembly 109,172,mm,58.34,2025-11-06,2025-12-13,CU-0230,pending,2025-12-14
R-04583,B,PLTE-125,Plte Assembly 125,4675,mm,19.7,2024-11-24,2025-01-04,CU-0107,shipped,2025-01-05
R-04584,B,BRKT-103,Brkt Assembly 103,325,mm,48.44,2024-07-19,2024-08-16,CU-0063,pending,2024-08-17
R-04585,C,VALV_112,Valv Assembly 112,895,mm,49.36,2025-07-30,2025-08-16,CU-0143,shipped,2025-08-17
R-04586,A,SHFT-107,Shft Assembly 107,3236,mm,62.12,2024-03-09,2024-03-25,CU-0160,pending,2024-03-26
R-04587,C,BOLT_124,Bolt Assembly 124,4737,mm,41.7,2025-11-28,2025-12-14,CU-0230,completed,2025-12-15
R-04588,A,CASE-128,Case Assembly 128,1175,mm,66.43,2025-12-23,2026-02-01,CU-0100,shipped,2026-02-02
R-04589,A,RING-135,Ring Assembly 135,4047,mm,3.26,2024-11-27,2024-12-03,CU-0183,shipped,2024-12-04
R-04590,A,VALV-120,Valv Assembly 120,2640,mm,55.05,2026-01-01,2026-02-09,CU-0126,shipped,2026-02-10
R-04591,A,SHFT-136,Shft Assembly 136,832,mm,40.9,2025-12-21,2025-12-30,CU-0129,pending,2025-12-31
R-04592,A,VALV-125,Valv Assembly 125,4462,mm,13.75,2025-02-15,2025-03-29,CU-0166,in_qa,2025-03-30
R-04593,A,BRKT-141,Brkt Assembly 141,3795,mm,39.75,2025-01-13,2025-01-29,CU-0096,completed,2025-01-30
R-04594,B,BRKT-116,Brkt Assembly 116,3011,mm,24.67,2024-01-28,2024-03-09,CU-0147,shipped,2024-03-10
R-04595,A,CASE-132,Case Assembly 132,2346,mm,50.31,2025-09-13,2025-10-09,CU-0005,shipped,2025-10-10
R-04596,B,VALV-101,Valv Assembly 101,15,mm,19.5,2026-04-04,2026-04-26,CU-0062,shipped,2026-04-27
R-04597,A,GEAR-131,Gear Assembly 131,3702,mm,49.27,2025-08-08,2025-09-14,CU-0080,in_qa,2025-09-15
R-04598,A,BRKT-120,Brkt Assembly 120,3469,mm,48.54,2026-03-07,2026-03-19,CU-0175,pending,2026-03-20
R-04599,A,BRKT-100,Brkt Assembly 100,1049,mm,30.0,2024-06-04,2024-06-27,CU-0230,shipped,2024-06-28
R-04600,C,GEAR_141,Gear Assembly 141,4966,mm,56.79,2025-07-07,2025-08-15,CU-0138,shipped,2025-08-16
R-04601,A,PLTE-145,Plte Assembly 145,554,mm,73.15,2026-01-22,2026-02-25,CU-0135,completed,2026-02-26
R-04602,B,BOLT-143,Bolt Assembly 143,4613,mm,28.91,2025-04-03,2025-04-21,CU-0141,shipped,2025-04-22
R-04603,A,SHFT-107,Shft Assembly 107,4883,mm,61.94,2026-02-24,2026-03-07,CU-0113,shipped,2026-03-08
R-04604,A,SHFT-107,Shft Assembly 107,3413,mm,61.79,2024-06-16,2024-07-07,CU-0195,completed,2024-07-08
R-04605,C,SHFT_138,Shft Assembly 138,1217,mm,29.86,2024-04-07,2024-05-07,CU-0170,in_qa,2024-05-08
R-04606,A,PLTE-103,Plte Assembly 103,3937,mm,70.68,2024-05-08,2024-05-09,CU-0057,shipped,2024-05-10
R-04607,A,CASE-135,Case Assembly 135,1743,mm,66.01,2026-05-04,2026-06-01,CU-0149,shipped,2026-06-02
R-04608,C,CASE_101,Case Assembly 101,1363,mm,66.55,2024-09-01,2024-10-01,CU-0078,shipped,2024-10-02
R-04609,A,RING-102,Ring Assembly 102,4701,mm,42.81,2024-01-23,2024-01-29,CU-0017,shipped,2024-01-30
R-04610,A,RING-117,Ring Assembly 117,4191,mm,13.79,2026-03-01,2026-03-18,CU-0199,completed,2026-03-19
R-04611,B,BOLT-105,Bolt Assembly 105,34,mm,43.47,2025-09-07,2025-10-03,CU-0036,completed,2025-10-04
R-04612,C,PLTE_109,Plte Assembly 109,2670,mm,12.81,2026-03-07,2026-03-26,CU-0146,completed,2026-03-27
R-04613,B,GEAR-109,Gear Assembly 109,57,mm,25.57,2025-12-18,2026-01-14,CU-0079,shipped,2026-01-15
R-04614,A,GEAR-105,Gear Assembly 105,262,mm,72.2,2025-08-15,2025-09-14,CU-0045,completed,2025-09-15
R-04615,B,SHFT-112,Shft Assembly 112,78,mm,75.35,2026-04-14,2026-05-21,CU-0115,shipped,2026-05-22
R-04616,C,PLTE_146,Plte Assembly 146,1522,mm,33.47,2026-02-07,2026-03-20,CU-0044,shipped,2026-03-21
R-04617,B,BOLT-123,Bolt Assembly 123,4271,mm,74.43,2024-05-22,2024-06-29,CU-0209,shipped,2024-06-30
R-04618,A,GEAR-129,Gear Assembly 129,1693,mm,9.23,2024-05-31,2024-07-03,CU-0110,completed,2024-07-04
R-04619,A,CASE-124,Case Assembly 124,3625,mm,5.77,2026-01-27,2026-02-24,CU-0123,completed,2026-02-25
R-04620,B,GEAR-117,Gear Assembly 117,3557,mm,65.08,2024-08-05,2024-08-15,CU-0053,shipped,2024-08-16
R-04621,A,BRKT-142,Brkt Assembly 142,3684,mm,2.76,2024-04-29,2024-05-21,CU-0027,completed,2024-05-22
R-04622,A,BOLT-127,Bolt Assembly 127,4455,mm,51.38,2024-09-11,2024-09-12,CU-0178,pending,2024-09-13
R-04623,A,BRKT-120,Brkt Assembly 120,3752,mm,50.0,2024-04-16,2024-05-01,CU-0125,shipped,2024-05-02
R-04624,B,PLTE-147,Plte Assembly 147,20,mm,77.55,2026-01-13,2026-02-13,CU-0090,shipped,2026-02-14
R-04625,C,VALV_100,Valv Assembly 100,2585,mm,72.72,2025-08-09,2025-08-20,CU-0075,shipped,2025-08-21
R-04626,A,BRKT-146,Brkt Assembly 146,776,mm,25.39,2025-05-08,2025-06-09,CU-0211,shipped,2025-06-10
R-04627,C,CASE_115,Case Assembly 115,3900,mm,30.12,2025-01-23,2025-02-23,CU-0009,shipped,2025-02-24
R-04628,A,RING-124,Ring Assembly 124,788,mm,77.58,2025-05-09,2025-06-14,CU-0150,shipped,2025-06-15
R-04629,C,GEAR_144,Gear Assembly 144,338,mm,62.96,2025-08-06,2025-08-30,CU-0235,pending,2025-08-31
R-04630,C,RING_118,Ring Assembly 118,1818,mm,12.58,2024-04-13,2024-04-21,CU-0144,pending,2024-04-22
R-04631,A,GEAR-135,Gear Assembly 135,1713,mm,26.56,2025-03-06,2025-04-07,CU-0048,shipped,2025-04-08
R-04632,C,PLTE_145,Plte Assembly 145,1824,mm,74.02,2026-03-03,2026-03-18,CU-0208,shipped,2026-03-19
R-04633,B,CASE-146,Case Assembly 146,6,mm,69.97,2025-10-04,2025-10-27,CU-0179,completed,2025-10-28
R-04634,C,BOLT_119,Bolt Assembly 119,2807,mm,23.05,2024-02-06,2024-02-25,CU-0030,shipped,2024-02-26
R-04635,B,PLTE-149,Plte Assembly 149,4755,mm,67.94,2025-09-10,2025-09-27,CU-0012,shipped,2025-09-28
R-04636,B,VALV-139,Valv Assembly 139,1187,mm,19.38,2025-05-06,2025-06-01,CU-0172,completed,2025-06-02
R-04637,A,BRKT-149,Brkt Assembly 149,1289,mm,14.6,2025-04-06,2025-04-07,CU-0013,in_qa,2025-04-08
R-04638,B,BOLT-147,Bolt Assembly 147,3579,mm,17.25,2025-11-19,2025-12-08,CU-0177,shipped,2025-12-09
R-04639,A,BRKT-144,Brkt Assembly 144,631,mm,21.05,2024-11-28,2025-01-05,CU-0017,shipped,2025-01-06
R-04640,A,SHFT-146,Shft Assembly 146,599,mm,48.57,2025-10-18,2025-11-01,CU-0161,completed,2025-11-02
R-04641,B,RING-135,Ring Assembly 135,2372,mm,3.29,2024-06-18,2024-07-19,CU-0201,shipped,2024-07-20
R-04642,A,RING-118,Ring Assembly 118,1997,mm,12.49,2026-01-11,2026-02-05,CU-0063,completed,2026-02-06
R-04643,A,VALV-129,Valv Assembly 129,4756,mm,11.14,2024-03-12,2024-04-11,CU-0058,shipped,2024-04-12
R-04644,B,PLTE-131,Plte Assembly 131,2438,mm,39.74,2025-04-17,2025-04-26,CU-0010,shipped,2025-04-27
R-04645,A, plte-134,Plte Assembly 134,3515,mm,15.63,2024-02-04,2024-02-19,CU-0145,in_qa,2024-02-20
R-04646,B,BOLT-136,Bolt Assembly 136,1430,mm,37.36,2024-07-22,2024-09-04,CU-0051,shipped,2024-09-05
R-04647,B,PLTE-114,Plte Assembly 114,1585,mm,56.08,2025-03-24,2025-03-27,CU-0042,shipped,2025-03-28
R-04648,B,BRKT-120,Brkt Assembly 120,191,mm,50.04,2025-07-17,2025-08-03,CU-0194,shipped,2025-08-04
R-04649,C,valv_133 ,Valv Assembly 133,3942,mm,70.5,2026-01-17,2026-02-13,CU-0198,in_qa,2026-02-14
R-04650,B,SHFT-100,Shft Assembly 100,2346,mm,2.58,2024-03-25,2024-05-04,CU-0006,completed,2024-05-05
R-04651,B,CASE-105,Case Assembly 105,1935,mm,51.22,2024-08-30,2024-09-05,CU-0069,shipped,2024-09-06
R-04652,A,BRKT-123,Brkt Assembly 123,166,mm,28.69,2025-08-24,2025-08-26,CU-0152,shipped,2025-08-27
